"Super Category","Parent Category","Category Name","Category Code"
"Other","Non-CPG - Consumer Electronics","Integrated Home Entertainment Systems","920300"
"Other","Integrated Home Entertainment Systems","Integrated Home Entertainment Systems","920301"
"Other","Non-CPG - Consumer Electronics","Cameras & Camcorders","920400"
"Other","Cameras & Camcorders","Cameras","920401"
"Other","Cameras & Camcorders","SLR Cameras","920402"
"Other","Cameras & Camcorders","Camcorders","920403"
"Other","Cameras & Camcorders","Waterproof Cameras & Camcorders","920404"
"Other","Cameras & Camcorders","Accessories Cameras & Camcorders","920405"
"Other","Cameras & Camcorders","Misc. Cameras & Camcorders","920499"
"Other","Other","CANNABIS","610000"
"Other","CANNABIS","Edible","610100"
"Other","CANNABIS","Beverage","610200"
"Other","CANNABIS","Topical","610300"
"Other","CANNABIS","Flower","610400"
"Other","CANNABIS","Tincture and Sublingual","610500"
"Other","CANNABIS","Pre-Roll","610600"
"Other","CANNABIS","Vapor Pens","610700"
"Other","CANNABIS","Tablets/Capsules","610800"
"Other","CANNABIS","Concentrates","610900"
"Other","CANNABIS","Food or Beverage Additive","611000"
"Other","Non-CPG - Consumer Electronics","Car Electronics","920500"
"Other","Car Electronics","Car Radios","920501"
"Other","Car Electronics","Car CD Players","920502"
"Other","Car Electronics","GPS Systems","920503"
"Other","Car Electronics","Misc. Car Electronics","920599"
"Other","Non-CPG - Consumer Electronics","Play Stations","920600"
"Other","Play Stations","Play Stations","920601"
"Other","Non-CPG - Consumer Electronics","Batteries","920700"
"Other","Batteries","Batteries","920701"
"Other","Non-CPG - Consumer Electronics","Mobile Phones","920800"
"Other","Mobile Phones","Mobile Phones","920801"
"Other","Mobile Phones","Mobile Phone Accessories","920802"
"Other","Non-CPG - Consumer Electronics","Office Supplies","920900"
"Other","Office Supplies","Copiers","920901"
"Other","Office Supplies","Phones","920902"
"Other","Office Supplies","Misc. Office Supplies","920999"
"Other","Non-CPG - Consumer Electronics","Miscellaneous Consumer Electronics","921100"
"Other","Miscellaneous Consumer Electronics","Miscellaneous Consumer Electronics","921101"
"Other","Other","Non-CPG - Computers","930000"
"Other","Non-CPG - Computers","Personal Computers","930100"
"Other","Personal Computers","Personal Computers","930101"
"Other","Non-CPG - Computers","Laptops/Notebooks","930200"
"Other","Laptops/Notebooks","Laptops/Notebooks","930201"
"Other","Non-CPG - Computers","Handheld Computers","930300"
"Other","Handheld Computers","Handheld Computers","930301"
"Other","Non-CPG - Computers","Printers","930400"
"Other","Printers","Printers","930401"
"Other","Non-CPG - Computers","Computer - Accessories","930500"
"Other","Computer - Accessories","Computer - Accessories","930501"
"Other","Non-CPG - Computers","Misc. Computers","930600"
"Other","Misc. Computers","Misc. Computers","930601"
"Other","Other","Non-CPG - Lighting","940000"
"Other","Non-CPG - Lighting","Lighting","940100"
"Other","Lighting","Lighting","940101"
"Other","Other","Non CPG - Durables","950000"
"Other","Non CPG - Durables","Coffee Makers","950200"
"Other","Coffee Makers","Traditional Filter/Drip Machines","950201"
"Other","Coffee Makers","Pump Espresso Machines","950202"
"Other","Coffee Makers","Steam Espresso Machines","950203"
"Other","Coffee Makers","Single Pod Machines","950204"
"Other","Coffee Makers","Coffee/Espresso Fullautomatic","950205"
"Other","Coffee Makers","Coffee Grinders","950206"
"Other","Coffee Makers","Press-Stamp Cans","950207"
"Other","Coffee Makers","Miscellaneous Coffee/Espresso Makers","950299"
"Other","Non CPG - Durables","Toasters","950300"
"Other","Toasters","Toaster Ovens","950301"
"Other","Toasters","2 Slice Toasters","950302"
"Other","Toasters","4 Slice Toasters","950303"
"Other","Toasters","Miscellaneous Toasters","950399"
"Other","Non CPG - Durables","Vacuum Packers/Sealing Systems","950400"
"Other","Vacuum Packers/Sealing Systems","Vacuum Packers/Sealing Systems","950401"
"Other","Non CPG - Durables","Rice Cookers","950500"
"Other","Rice Cookers","Ricer Cookers","950501"
"Other","Non CPG - Durables","Irons","950600"
"Other","Irons","Dry Irons","950601"
"Other","Irons","Steam Irons","950602"
"Other","Irons","Travel Irons","950603"
"Other","Irons","Integrated Boards/Ironing Systems","950604"
"Other","Irons","Miscellaneous Irons","950699"
"Other","Non CPG - Durables","Grills/Waffle/Sandwich Makers","950700"
"Other","Grills/Waffle/Sandwich Makers","Barbecue Grill","950701"
"Other","Grills/Waffle/Sandwich Makers","Table Grill","950702"
"Other","Grills/Waffle/Sandwich Makers","Raclette","950703"
"Other","Grills/Waffle/Sandwich Makers","Sandwich Makers","950705"
"Other","Grills/Waffle/Sandwich Makers","Waffle Makers","950704"
"Other","Grills/Waffle/Sandwich Makers","Miscellaneous Grills","950799"
"Other","Non CPG - Durables","Waterkettles","950800"
"Other","Waterkettles","Waterkettles","950801"
"Other","Non CPG - Durables","Steam Cleaners","950900"
"Other","Steam Cleaners","Steam Cleaners","950901"
"Other","Non CPG - Durables","Food Preparation","951100"
"Other","Food Preparation","Choppers","951101"
"Other","Food Preparation","Liquidisers","951102"
"Other","Food Preparation","Handmixer","951103"
"Other","Food Preparation","Handblender","951104"
"Other","Food Preparation","Food Processors","951105"
"Other","Food Preparation","Kitchen Machines","951106"
"Other","Food Preparation","Ice Cream Makers","951107"
"Other","Food Preparation","Yogurt Makers","951108"
"Other","Food Preparation","Micellaneous Food Preparation","951199"
"Other","Non CPG - Durables","Juice Preparation","951200"
"Other","Juice Preparation","Juicers","951201"
"Other","Juice Preparation","Juice Extractors","951202"
"Other","Juice Preparation","Citrus Presses","951203"
"Other","Juice Preparation","Miscellaneous Juice Preparation","951299"
"Other","Non CPG - Durables","Deep Fryers","951300"
"Other","Deep Fryers","Deep Fryers","951301"
"Other","Non CPG - Durables","Egg Cookers","951400"
"Other","Egg Cookers","Egg Cookers","951401"
"Other","Non CPG - Durables","Ice Machines","951500"
"Other","Ice Machines","Ice Machines","951501"
"Other","Non CPG - Durables","Kitchen Scales","951600"
"Other","Kitchen Scales","Kitchen Scales","951601"
"Other","Non CPG - Durables","Electric Can-Openers","951700"
"Other","Electric Can-Openers","Electric Can-Openers","951701"
"Other","Non CPG - Durables","Miscellaneous Small Electric Household Appliances","951800"
"Other","Miscellaneous Small Electric Household Appliances","Miscellaneous Small Electric Household Appliances","951801"
"Other","Non CPG - Durables","Cook Ware","951900"
"Other","Cook Ware","Pans","951901"
"Other","Cook Ware","Woks","951902"
"Other","Cook Ware","Pots","951903"
"Other","Cook Ware","Non-electric Kettles","951904"
"Other","Cook Ware","Miscellaneous Cook Ware","951999"
"Other","Non CPG - Durables","Table Ware","952100"
"Other","Table Ware","Glasses","952101"
"Other","Table Ware","Cutlery","952102"
"Other","Table Ware","China","952103"
"Other","Table Ware","Bowls","952104"
"Other","Table Ware","Miscellaneous Table Ware","952199"
"Other","Non CPG - Durables","Home Decoration","952200"
"Other","Home Decoration","Vases","952201"
"Other","Home Decoration","Bowls","952202"
"Other","Home Decoration","Seasonal Decorations","952203"
"Other","Home Decoration","Miscellaneous Home Decoration","952299"
"Other","Non CPG - Durables","Miscellaneous Non-Electric Household","952300"
"Other","Miscellaneous Non-Electric Household","Miscellaneous Non-Electric Household","952301"
"Other","Non CPG - Durables","Large Kitchen Appliances","952400"
"Other","Large Kitchen Appliances","Ovens","952401"
"Other","Large Kitchen Appliances","Refrigerators","952402"
"Other","Large Kitchen Appliances","Dishwashers","952403"
"Other","Large Kitchen Appliances","Microwave Ovens","952404"
"Other","Large Kitchen Appliances","Freezers","952405"
"Other","Large Kitchen Appliances","Miscellaneous Large Kitchen Appliances","952499"
"Other","Non CPG - Durables","Floor Care","952500"
"Other","Floor Care","Handstick Vacuum Cleaners","952501"
"Other","Floor Care","Cylinder Vacuum Cleaners","952502"
"Other","Floor Care","Wet & Dry Vacuum Cleaners","952503"
"Other","Floor Care","Electrical Sweepers","952504"
"Other","Floor Care","Miscellaneous Floor Care","952599"
"Other","Non CPG - Durables","Garnment Care","952600"
"Other","Garnment Care","Washing Machines","952601"
"Other","Garnment Care","Dryers","952602"
"Other","Non CPG - Durables","Air Conditioners","952700"
"Other","Air Conditioners","Air Conditioners","952701"
"Other","Non CPG - Durables","Humidifiers","952800"
"Other","Humidifiers","Humidifiers","952801"
"Other","Non CPG - Durables","Sewing Machines","952900"
"Other","Sewing Machines","Sewing Machines","952901"
"Other","Non CPG - Durables","Miscellaneous Large Household Appliances","953100"
"Other","Miscellaneous Large Household Appliances","Miscellaneous Large Household Appliances","953101"
"Other","Non CPG - Durables","Electric Shaving/Trimming/Epilation","953200"
"Other","Electric Shaving/Trimming/Epilation","Male Electric Shaver","953201"
"Other","Electric Shaving/Trimming/Epilation","Male Trimmer","953202"
"Other","Electric Shaving/Trimming/Epilation","Male Combi","953203"
"Other","Electric Shaving/Trimming/Epilation","Female Electric Shaver","953204"
"Other","Electric Shaving/Trimming/Epilation","Female Trimmer","953205"
"Other","Electric Shaving/Trimming/Epilation","Female Combi","953206"
"Other","Electric Shaving/Trimming/Epilation","Female Epilator","953207"
"Other","Electric Shaving/Trimming/Epilation","Hair Clippers","953208"
"Other","Electric Shaving/Trimming/Epilation","Misc. Electric Shaving/Trimming/Epilation","953299"
"Other","Non CPG - Durables","Hair Care Appliances","953300"
"Other","Hair Care Appliances","Electric & Non-Electric Brushes","953301"
"Other","Hair Care Appliances","Hair Dryers","953302"
"Other","Hair Care Appliances","Hair Stylers","953303"
"Other","Hair Care Appliances","Hair Curlers","953304"
"Other","Hair Care Appliances","Hairpins/grips/slides/barrettes","953305"
"Other","Hair Care Appliances","Hair Ornaments","953306"
"Other","Hair Care Appliances","Miscellaneous Hair Care Appliances","953399"
"Other","Non CPG - Durables","Other Personal Care & Wellness Appliances","953400"
"Other","Other Personal Care & Wellness Appliances","Scales","953401"
"Other","Other Personal Care & Wellness Appliances","Massage Appliances","953402"
"Other","Other Personal Care & Wellness Appliances","Infrared Appliances","953403"
"Other","Other Personal Care & Wellness Appliances","Self-Tan Appliances","953404"
"Other","Other Personal Care & Wellness Appliances","Misc. Personal Care & Wellness Appliances","953499"
"Other","Non CPG - Durables","Gardening Tools","953500"
"Other","Gardening Tools","Gardening Tools","953501"
"Other","Non CPG - Durables","Power Tools","953600"
"Other","Power Tools","Power Tools","953601"
"Other","Non CPG - Durables","Miscellaneous Durables","953700"
"Other","Miscellaneous Durables","Miscellaneous Durables","953701"
"Other","Other","*** SERVICES ***","960000"
"Other","*** SERVICES ***","Service/Automoblie Stations","960001"
"Other","*** SERVICES ***","Resturant Services","960002"
"Other","*** SERVICES ***","Travel Services","960003"
"Other","*** SERVICES ***","Shipping Services","960004"
"Other","*** SERVICES ***","Health Services","960005"
"Other","*** SERVICES ***","All Other Services","960099"
"Other","*** SERVICES ***","FINANCIAL SERVICES","960100"
"Other","FINANCIAL SERVICES","Insurance Services","960101"
"Other","FINANCIAL SERVICES","Banking Services","960102"
"Other","*** SERVICES ***","Consumer Software/Internet Service","960200"
"Other","Consumer Software/Internet Service","Tax - Consumer Software/Internet Service","960201"
"Other","Consumer Software/Internet Service","Financial - Consumer Software/Internet Service","960202"
"Other","Consumer Software/Internet Service","Miscellaneous - Consumer Software/Internet Service","960203"
"Other","Consumer Software/Internet Service","Social Networking - Consumer Software/Internet Service","960204"
"Other","Consumer Software/Internet Service","Productivity Tools - Consumer Software/Internet Service","960205"
"Other","Consumer Software/Internet Service","Browsers - Consumer Software/Internet Service","960206"
"Other","Consumer Software/Internet Service","Search Enginies - Consumer Software/Internet Service","960207"
"Other","Consumer Software/Internet Service","Line of Consumer Software/Internet Service","960208"
